healthy,ctrl,forward,cumulative
1.0,-3.2673899141855145e-08,-0.024838311597704887,1061.1113
1.0,-3.7931397400825517e-06,0.03630474582314491,1061.1113
1.0,-0.0009991272818297148,0.03148955851793289,1061.1113
1.0,-0.0007364365155808628,0.052451495081186295,1061.1113
1.0,-0.0007858953322283924,0.10572528839111328,1061.1113
1.0,-0.0009684700635261834,0.11737816035747528,1061.1113
1.0,-0.0008992618531920016,0.12779127061367035,1061.1113
1.0,-0.0008433337789028883,0.1685185581445694,1061.1113
1.0,-0.0009211685974150896,0.201702281832695,1061.1113
1.0,-0.0009267512359656394,0.23699770867824554,1061.1113
1.0,-0.0009084359044209123,0.26791995763778687,1061.1113
1.0,-0.0009494040859863162,0.31023937463760376,1061.1113
1.0,-0.000993152498267591,0.3494247496128082,1061.1113
1.0,-0.0010174164781346917,0.38964390754699707,1061.1113
1.0,-0.0010505433892831206,0.4281969368457794,1061.1113
1.0,-0.0010809184750542045,0.08144694566726685,1061.1113
1.0,-0.0012584013165906072,-0.26612588763237,1061.1113
1.0,-0.0013345901388674974,-0.01777801476418972,1061.1113
1.0,-0.0011677753645926714,-0.20452727377414703,1061.1113
1.0,-0.0011050594039261341,-0.19462521374225616,1061.1113
1.0,-0.001123936614021659,-0.137990802526474,1061.1113
1.0,-0.0010529678547754884,-0.058611851185560226,1061.1113
1.0,-0.001003903686068952,-0.03564148023724556,1061.1113
1.0,-0.0010008738609030843,0.008277594111859798,1061.1113
1.0,-0.000977946212515235,0.029872402548789978,1061.1113
1.0,-0.0009337518713437021,0.03214576095342636,1061.1113
1.0,-0.0009272120660170913,0.06386008858680725,1061.1113
1.0,-0.000912337563931942,0.10770837962627411,1061.1113
1.0,-0.000906878849491477,0.15301768481731415,1061.1113
1.0,-0.0009255873737856746,0.19206082820892334,1061.1113
1.0,-0.0009657720220275223,0.13173463940620422,1061.1113
1.0,-0.0009607013780623674,-0.06816023588180542,1061.1113
1.0,-0.0009470086661167443,0.031132947653532028,1061.1113
1.0,-0.001125701586715877,0.08937739580869675,1061.1113
1.0,-0.0013516159961000085,0.09782145917415619,1061.1113
1.0,-0.0014289544196799397,0.15126587450504303,1061.1113
1.0,-0.0014885998098179698,0.14817596971988678,1061.1113
1.0,-0.0009281486854888499,-0.013604060746729374,1061.1113
1.0,-0.0007615247741341591,-0.22192902863025665,1061.1113
1.0,-0.0007840883918106556,-0.22767949104309082,1061.1113
1.0,-0.0008387788548134267,-0.18945498764514923,1061.1113
1.0,-0.0009130101534537971,-0.11924327909946442,1061.1113
1.0,-0.0009720411617308855,-0.14256615936756134,1061.1113
1.0,-0.0010444603394716978,-0.24346749484539032,1061.1113
1.0,-0.001159213250502944,-0.2186833769083023,1061.1113
1.0,-0.0012755554635077715,-0.19076547026634216,1061.1113
1.0,-0.0013577337376773357,-0.2281380444765091,1061.1113
1.0,-0.0014482095139101148,-0.3077683448791504,1061.1113
1.0,-0.0015429342165589333,-0.347761869430542,1061.1113
1.0,-0.0016502744983881712,-0.31160739064216614,1061.1113
1.0,-0.00173865573015064,-0.25732702016830444,1061.1113
1.0,-0.0018229890847578645,-0.2653499245643616,1061.1113
1.0,-0.0019055400043725967,-0.2750146985054016,1061.1113
1.0,-0.0019894063007086515,-0.30525997281074524,1061.1113
1.0,-0.0020628508646041155,-0.29472848773002625,1061.1113
1.0,-0.0021269123535603285,-0.26550236344337463,1061.1113
1.0,-0.0021936160046607256,-0.2323475033044815,1061.1113
1.0,-0.0022530187852680683,-0.24639441072940826,1061.1113
1.0,-0.0023078385274857283,-0.3536633253097534,1061.1113
1.0,-0.002350374823436141,-0.5667027831077576,1061.1113
1.0,-0.0023858307395130396,-0.381344199180603,1061.1113
1.0,-0.002329691080376506,-0.0857165977358818,1061.1113
1.0,-0.002468799240887165,0.18261465430259705,1061.1113
1.0,-0.0024885761085897684,0.3783998191356659,1061.1113
1.0,-0.002522565657272935,0.5005083084106445,1061.1113
1.0,-0.0025678516831249,0.6269495487213135,1061.1113
1.0,-0.002588651841506362,0.6997028589248657,1061.1113
1.0,-0.0026092880871146917,0.7050016522407532,1061.1113
1.0,-0.0026236858684569597,0.7699339389801025,1061.1113
1.0,-0.002633052645251155,0.8243255615234375,1061.1113
1.0,-0.0026357234455645084,0.870229184627533,1061.1113
1.0,-0.002631709212437272,0.9220328330993652,1061.1113
1.0,-0.0026232441887259483,0.8393714427947998,1061.1113
1.0,-0.0026196723338216543,0.7192031145095825,1061.1113
1.0,-0.002631876617670059,0.7197707295417786,1061.1113
1.0,-0.002646079519763589,0.6970003843307495,1061.1113
1.0,-0.002653854200616479,0.7733488082885742,1061.1113
1.0,-0.002656698925420642,0.873863160610199,1061.1113
1.0,-0.0026534933131188154,0.9242239594459534,1061.1113
1.0,-0.0026435931213200092,0.8270851969718933,1061.1113
1.0,-0.0026323385536670685,0.8020959496498108,1061.1113
1.0,-0.0026290779933333397,0.8196010589599609,1061.1113
1.0,-0.002621560823172331,0.8497666120529175,1061.1113
1.0,-0.0026093495544046164,0.9190681576728821,1061.1113
1.0,-0.002589739626273513,0.9423288702964783,1061.1113
1.0,-0.0025679601822048426,0.9237657785415649,1061.1113
1.0,-0.0025359594728797674,0.9137969017028809,1061.1113
1.0,-0.0025017978623509407,0.9673330187797546,1061.1113
1.0,-0.00246298685669899,1.0045132637023926,1061.1113
1.0,-0.002417960437014699,1.052774429321289,1061.1113
