healthy,ctrl,forward,total,cumulative
1.0,-0.0015800257679075003,0.03072221577167511,1.0291422605514526,2041.5491
1.0,-0.0007088541169650853,0.16289786994457245,1.16218900680542,2041.5491
1.0,-0.0004690911155194044,0.24869687855243683,1.248227834701538,2041.5491
1.0,-0.00046637048944830894,0.31530651450157166,1.3148401975631714,2041.5491
1.0,-0.0003768944297917187,0.41104331612586975,1.4106663465499878,2041.5491
1.0,-0.0003169847186654806,0.47941887378692627,1.4791018962860107,2041.5491
1.0,-0.00025845790514722466,0.5437180995941162,1.5434596538543701,2041.5491
1.0,-0.00022338733833748847,0.6618899703025818,1.6616666316986084,2041.5491
1.0,-0.0009346280712634325,0.8103211522102356,1.8093864917755127,2041.5491
1.0,-0.0009189029224216938,0.8859850168228149,1.8850661516189575,2041.5491
1.0,-0.00030793913174420595,0.8805426359176636,1.880234718322754,2041.5491
1.0,-0.00027643429348245263,0.8822529911994934,1.8819764852523804,2041.5491
1.0,-0.00019152213644701988,0.9282701015472412,1.928078532218933,2041.5491
1.0,-0.000658729812130332,0.9771021604537964,1.9764434099197388,2041.5491
1.0,-0.0009627673425711691,0.9965811967849731,1.995618462562561,2041.5491
1.0,-0.0010322157759219408,1.00616455078125,2.0051324367523193,2041.5491
1.0,-0.0009472215315327048,0.9091570377349854,1.9082098007202148,2041.5491
1.0,-0.0005582689773291349,0.9432499408721924,1.942691683769226,2041.5491
1.0,-0.000252611207542941,0.9722094535827637,1.9719568490982056,2041.5491
1.0,-5.081918789073825e-05,0.9703375101089478,1.9702867269515991,2041.5491
1.0,-9.45838928601006e-06,0.9811221957206726,1.9811128377914429,2041.5491
1.0,-0.0010009391698986292,0.7031838893890381,1.7021830081939697,2041.5491
1.0,-0.0012419628910720348,0.41260382533073425,1.4113619327545166,2041.5491
1.0,-0.0012626347597688437,0.4811733663082123,1.4799107313156128,2041.5491
1.0,-0.0012577457819133997,0.3205779790878296,1.3193202018737793,2041.5491
1.0,-0.0012835978996008635,0.46651995182037354,1.4652363061904907,2041.5491
1.0,-0.001166665111668408,0.5647670030593872,1.5636003017425537,2041.5491
1.0,-0.0010562770767137408,0.5732476115226746,1.5721913576126099,2041.5491
1.0,-0.0011455148924142122,0.6577763557434082,1.6566308736801147,2041.5491
1.0,-0.00016464997315779328,0.6551052927970886,1.6549407243728638,2041.5491
1.0,-0.0011421074159443378,0.46202352643013,1.4608813524246216,2041.5491
1.0,-0.0011730147525668144,0.39190050959587097,1.3907275199890137,2041.5491
1.0,-0.0005302292993292212,0.5076154470443726,1.5070852041244507,2041.5491
1.0,-0.001166425528936088,0.5875434279441833,1.5863770246505737,2041.5491
1.0,-0.0011572433868423104,0.5706790685653687,1.5695217847824097,2041.5491
1.0,-0.0008604680188000202,0.4880353510379791,1.4871748685836792,2041.5491
1.0,-0.0005066231242381036,0.43417325615882874,1.4336665868759155,2041.5491
1.0,-0.0012093796394765377,0.7281135320663452,1.7269041538238525,2041.5491
1.0,-0.001346232951618731,0.9438040852546692,1.9424577951431274,2041.5491
1.0,-0.0010073409648612142,0.9904279708862305,1.9894206523895264,2041.5491
1.0,-0.00036018350510858,1.002011775970459,2.0016515254974365,2041.5491
1.0,-0.0007742307498119771,0.9454972743988037,1.9447230100631714,2041.5491
1.0,-0.00040052036638371646,0.9410548210144043,1.9406542778015137,2041.5491
1.0,-0.0009133037528954446,1.0000094175338745,1.9990962743759155,2041.5491
1.0,-0.0006295107305049896,1.001799464225769,2.0011701583862305,2041.5491
1.0,-0.000894215248990804,0.9810476899147034,1.9801534414291382,2041.5491
1.0,-0.000677643169183284,0.9860060214996338,1.9853284358978271,2041.5491
1.0,-0.0009491231758147478,0.9999535083770752,1.9990043640136719,2041.5491
1.0,-0.0003965590731240809,1.0347850322723389,2.034388542175293,2041.5491
1.0,-0.0007815415738150477,1.1262818574905396,2.125500202178955,2041.5491
1.0,-0.0006806598394177854,1.1648199558258057,2.1641392707824707,2041.5491
1.0,-0.00031222161487676203,1.1442042589187622,2.1438918113708496,2041.5491
1.0,-0.00022785086184740067,1.1174119710922241,2.1171841621398926,2041.5491
1.0,-0.0002871318138204515,1.0999515056610107,2.0996644496917725,2041.5491
1.0,-0.00020183957531116903,1.1028684377670288,2.1026666164398193,2041.5491
1.0,-0.00016227166634052992,1.1027417182922363,2.102579355239868,2041.5491
